,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
4248,1,1,2,1,1,1,1,1,1,1,1,1,1,7,5,1,1,1,1,1,2,2
5456,2,3,6,2,1,1,1,1,1,2,1,3,3,3,2,1,1,1,2,1,4,6
7646,3,1,5,1,3,1,1,2,3,2,3,2,2,1,2,1,1,1,3,4,2,3
5369,2,1,1,1,1,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,1,1
4900,2,1,1,1,1,1,1,1,2,1,1,1,1,5,5,1,1,1,1,1,1,4
5910,1,2,1,1,1,1,1,1,2,1,1,1,1,7,1,1,1,1,1,1,2,4
1840,2,2,3,1,2,1,2,1,1,2,2,2,2,3,2,1,1,1,3,2,3,1
6433,1,3,4,1,2,2,1,1,4,1,3,2,2,4,4,1,2,1,2,9,2,3
2263,1,1,5,2,2,1,1,1,9,2,1,2,2,1,3,1,1,1,2,3,1,2
7785,2,1,4,1,1,1,1,2,3,2,3,1,1,1,2,1,1,1,3,4,2,4
6746,2,3,4,1,3,1,1,2,3,2,3,2,2,1,1,1,1,1,3,4,2,4
511,1,2,3,2,7,1,2,2,4,2,1,2,2,3,2,1,1,1,2,8,2,2
321,1,3,3,2,7,1,1,1,9,1,5,2,2,3,2,1,1,1,2,3,4,1
2184,2,1,4,2,2,1,1,1,1,2,1,2,2,3,3,1,1,1,2,3,1,2
4696,2,2,2,1,1,1,1,1,2,1,1,1,1,1,7,1,1,1,1,1,1,2
5939,4,1,7,2,2,1,1,1,5,1,1,2,2,3,2,1,1,2,2,7,2,7
5396,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,4
5394,1,3,3,2,1,1,1,1,2,2,1,2,2,3,2,1,1,1,2,1,4,6
5841,2,3,2,2,1,1,1,1,2,2,1,2,3,3,2,1,1,1,2,1,2,1
4763,1,1,2,1,1,1,1,1,5,1,1,1,1,5,1,1,1,1,1,1,1,1
7661,4,2,2,1,2,1,2,1,9,1,3,2,1,3,2,1,1,2,2,4,4,1
7993,1,3,4,1,2,2,1,1,8,1,3,2,2,4,4,1,2,1,2,9,5,3
1880,1,2,3,1,2,1,2,1,10,2,2,2,2,3,2,1,1,1,3,2,3,1
5624,1,2,1,1,1,1,1,1,2,1,1,1,1,1,7,1,1,1,1,1,1,1
7495,1,1,5,1,3,1,1,2,3,2,3,2,2,1,1,1,1,1,3,4,2,2
3739,1,1,4,2,2,1,1,1,6,2,1,2,2,3,3,1,1,1,2,2,1,2
1730,1,3,4,2,6,1,1,2,4,1,2,2,2,3,2,1,1,1,2,3,2,6
2181,2,2,4,2,2,1,1,1,1,2,1,2,2,2,2,1,1,1,2,2,1,2
7690,3,3,5,1,3,1,1,2,3,2,3,1,2,3,1,1,1,1,3,4,2,4
6813,2,3,5,1,3,1,1,2,3,2,3,2,2,3,2,1,1,1,3,4,2,4
3406,1,1,2,2,2,1,1,1,9,2,1,2,2,1,2,1,1,1,2,3,1,2
7557,1,3,4,1,2,2,1,1,4,1,3,2,2,4,4,1,2,1,2,5,2,3
7671,3,1,4,1,1,1,1,2,3,2,3,2,2,3,2,1,1,1,3,4,2,2
1407,2,3,2,1,2,1,2,1,4,2,2,2,2,3,2,1,1,1,3,3,3,1
5735,1,1,4,1,5,1,1,2,3,2,3,2,1,1,2,1,1,1,3,4,2,2
7451,3,1,5,1,1,1,1,2,3,2,3,2,1,1,1,1,1,1,3,4,2,3
5017,1,2,1,1,1,1,1,1,2,1,1,1,1,7,5,1,1,1,1,1,2,2
7933,3,1,5,1,1,1,1,2,3,2,3,2,2,1,2,1,1,1,3,4,2,2
6414,1,1,5,1,9,1,1,1,9,1,5,1,4,8,9,1,1,3,5,4,5,2
2275,1,2,5,2,2,1,1,1,6,2,1,2,2,1,3,1,1,1,2,3,1,2
4863,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
4898,2,1,3,1,2,1,1,2,2,1,3,2,3,3,2,1,1,1,4,1,2,2
3125,2,1,2,2,2,1,1,1,4,2,1,2,2,3,1,1,1,1,2,3,1,2
2592,2,2,4,2,2,1,1,1,9,2,1,2,2,1,1,1,1,1,2,2,2,2
1701,2,2,4,1,2,1,2,1,4,2,2,3,2,3,2,1,1,1,3,3,4,1
3932,1,1,2,1,1,1,1,1,1,1,1,1,1,7,5,1,1,1,1,1,1,4
5648,2,1,7,2,2,1,1,1,9,1,3,2,2,6,2,1,1,2,3,4,5,5
1649,1,2,4,1,2,1,2,1,1,2,2,3,2,3,2,1,1,1,3,2,3,1
6510,1,3,5,1,1,1,1,2,3,2,3,2,2,1,2,1,1,1,3,4,2,3
4262,1,1,1,1,1,1,1,1,5,1,1,1,1,7,5,1,1,1,1,1,1,2
3334,2,1,4,2,2,1,1,1,9,2,1,2,2,2,1,1,1,1,2,3,2,2
1452,2,1,4,2,6,1,1,2,1,1,2,2,2,3,2,1,1,1,2,2,2,1
3026,1,2,2,1,1,1,1,1,5,1,1,1,1,7,7,1,1,1,1,1,1,2
435,1,2,1,2,7,1,2,2,4,2,1,2,2,3,2,1,1,1,2,8,2,2
7506,3,1,5,1,5,1,1,2,3,2,3,2,2,3,2,1,1,1,3,4,2,4
4803,2,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,1
7345,4,2,2,1,2,1,2,1,1,1,3,2,2,3,2,1,1,2,2,4,4,1
4161,1,2,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,2,4
3815,2,2,5,2,2,1,1,1,1,2,1,2,2,2,1,1,1,1,2,2,2,2
7542,3,3,4,1,2,2,1,1,4,1,3,2,2,4,4,1,3,1,2,6,2,3
3520,1,3,7,1,4,1,2,2,4,1,1,2,2,3,2,1,1,1,2,3,4,2
5871,1,1,4,1,3,1,1,2,3,2,3,1,1,3,1,1,1,1,3,4,2,2
2288,1,1,4,2,2,1,1,1,6,2,1,2,2,3,3,1,1,1,2,3,1,2
4680,1,1,2,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1
3217,1,3,2,1,4,1,2,2,5,1,1,2,2,3,2,1,1,1,2,3,2,2
6622,1,3,5,1,5,1,1,2,3,2,3,1,1,3,2,1,1,1,3,4,2,3
6384,2,1,5,1,1,1,1,2,3,2,3,1,2,1,1,1,1,1,3,4,2,3
4988,1,1,2,1,1,1,1,1,2,1,1,1,1,7,5,1,1,1,1,1,2,1
4205,2,1,2,1,1,1,1,1,5,1,1,1,1,7,1,1,1,1,1,1,1,4
7522,2,3,4,1,2,2,1,1,7,1,3,2,2,4,4,1,3,1,2,2,5,3
970,1,2,4,2,2,1,1,1,4,2,1,2,2,1,2,1,1,1,2,3,2,2
1383,2,3,2,1,2,1,2,1,2,2,2,3,3,3,2,1,1,1,3,3,3,1
5148,1,1,4,1,1,1,1,2,3,2,3,2,1,3,1,1,1,1,3,4,2,4
486,5,2,4,1,2,1,1,2,1,1,2,2,2,3,2,1,1,1,2,2,1,6
1027,1,1,1,2,8,1,1,1,10,1,5,2,2,3,2,1,1,1,2,3,6,7
199,1,1,1,2,8,1,1,1,9,1,5,2,2,3,2,1,1,1,2,2,4,1
7885,2,3,4,1,2,2,1,1,7,1,3,2,2,4,4,1,3,1,2,6,2,3
1412,1,2,3,1,2,1,2,1,4,2,2,2,3,3,2,1,1,1,3,2,3,1
2683,1,2,5,2,2,1,1,1,1,2,1,2,2,3,2,1,1,1,2,3,1,2
6296,2,3,4,1,1,1,1,2,3,2,3,1,1,3,2,1,1,1,3,4,2,4
2516,1,2,5,2,2,1,1,1,9,2,1,2,2,2,1,1,1,1,2,3,1,2
7911,4,3,2,1,2,1,2,1,1,1,3,2,1,3,2,1,1,2,2,4,6,1
4672,2,3,7,2,2,1,1,1,9,1,3,2,2,3,8,1,1,2,3,4,5,5
3438,1,2,2,1,1,1,1,1,2,1,1,1,1,5,1,1,1,1,1,1,2,4
4269,1,2,1,1,1,1,1,1,5,1,1,1,1,5,1,1,1,1,1,1,2,4
2663,1,2,2,2,2,1,1,1,1,2,1,2,2,1,2,1,1,1,2,3,2,2
4139,2,2,2,1,1,1,1,1,5,1,1,1,1,1,7,1,1,1,1,1,1,2
7001,3,3,5,1,3,1,1,2,3,2,3,1,2,3,2,1,1,1,3,4,2,4
3803,1,2,7,1,4,1,2,2,4,1,1,2,2,3,2,1,1,1,2,3,2,2
7655,2,1,4,1,5,1,1,2,3,2,3,2,1,3,1,1,1,1,3,4,2,2
5159,1,1,4,1,1,1,1,2,3,2,3,2,1,3,2,1,1,1,3,4,2,3
6553,2,3,5,1,5,1,1,2,3,2,3,2,1,3,2,1,1,1,3,4,2,4
6520,1,3,4,1,5,1,1,2,3,2,3,1,1,1,2,1,1,1,3,4,2,4
6999,3,1,5,1,3,1,1,2,3,2,3,2,2,3,2,1,1,1,3,4,2,2
3781,2,2,5,2,2,1,1,1,9,2,1,2,2,1,2,1,1,1,2,2,2,2
5054,2,2,1,1,1,1,1,1,5,1,1,1,1,5,1,1,1,1,1,1,1,4
4220,2,2,1,1,1,1,1,1,5,1,1,1,1,5,1,1,1,1,1,1,2,2
711,1,3,3,2,8,1,1,1,9,1,5,2,2,3,2,1,1,1,2,2,4,7
354,5,2,2,1,2,1,1,2,5,1,2,2,2,3,2,1,1,1,2,2,2,6
665,2,1,4,2,7,1,1,1,9,1,4,2,4,3,2,1,1,1,2,2,4,1
3286,2,1,5,2,2,1,1,1,1,2,1,2,2,2,3,1,1,1,2,2,1,2
48,2,1,1,2,8,1,1,1,9,1,4,2,4,3,2,1,1,1,2,3,4,4
5697,2,3,4,2,2,1,1,1,9,1,3,2,2,6,8,1,1,2,3,4,5,5
642,2,1,4,2,7,1,1,1,9,1,4,2,4,3,2,1,1,1,2,3,1,1
2266,1,1,4,2,2,1,1,1,1,2,1,2,2,2,3,1,1,1,2,2,2,2
4393,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2
176,4,1,1,2,7,1,1,1,5,1,5,2,2,3,2,1,1,1,2,2,4,1
6953,2,3,4,1,1,1,1,2,3,2,3,2,1,1,1,1,1,1,3,4,2,4
5199,2,2,2,1,1,1,1,1,5,1,1,1,1,7,1,1,1,1,1,1,1,2
6022,3,3,5,1,5,1,1,2,3,2,3,2,2,1,1,1,1,1,3,4,2,4
786,1,1,1,2,8,1,1,1,9,1,5,2,2,3,2,1,1,1,2,2,6,1
4490,2,2,8,1,2,1,2,2,9,1,1,2,3,3,5,1,1,1,3,4,2,3
2088,2,1,4,2,6,1,1,2,1,1,2,2,2,3,2,1,1,1,2,3,4,6
3939,1,2,1,1,1,1,1,1,2,1,1,1,1,5,7,1,1,1,1,1,2,1
6307,2,3,5,1,5,1,1,2,3,2,3,2,2,1,2,1,1,1,3,4,2,2
7204,3,3,4,1,2,2,1,1,8,1,3,2,2,4,4,1,3,1,2,5,5,3
4099,1,1,5,1,5,1,1,2,3,2,3,1,2,1,1,1,1,1,3,4,2,2
3504,2,1,4,2,2,1,1,1,6,2,1,2,2,1,2,1,1,1,2,3,2,2
7018,1,2,3,1,2,1,2,1,5,1,3,1,1,3,2,1,1,2,2,4,4,1
91,1,1,1,2,7,1,1,1,5,1,5,2,2,3,2,1,1,1,2,3,4,1
3592,2,1,2,2,2,1,1,1,9,2,1,2,2,1,3,1,1,1,2,3,1,2
1142,1,3,3,1,2,1,2,1,10,2,2,2,3,3,2,1,1,1,3,3,3,1
7929,3,1,5,1,1,1,1,2,3,2,3,1,1,1,2,1,1,1,3,4,2,4
5952,3,3,5,2,2,1,1,1,11,1,3,2,2,6,8,1,1,2,3,4,5,5
4418,1,3,6,2,2,1,1,1,11,1,3,2,2,3,2,1,1,2,3,4,5,5
2570,1,2,2,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,2,1
3979,2,1,2,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,2,1
530,1,3,3,2,7,1,1,1,4,1,5,2,2,3,2,1,1,1,2,3,4,1
7924,3,3,5,1,3,1,1,2,3,2,3,2,1,3,1,1,1,1,3,4,2,4
996,2,3,3,2,7,1,2,2,9,2,1,2,2,3,2,1,1,1,2,8,2,2
7139,3,3,4,1,5,1,1,2,3,2,3,1,2,1,2,1,1,1,3,4,2,4
8059,3,3,4,1,3,1,1,2,3,2,3,1,2,1,1,1,1,1,3,4,2,2
5038,1,1,2,1,1,1,1,1,2,1,1,1,1,5,1,1,1,1,1,1,1,4
6201,2,1,4,1,1,1,1,2,3,2,3,1,2,3,1,1,1,1,3,4,2,4
3295,2,2,2,2,2,1,1,1,9,2,1,2,2,2,1,1,1,1,2,3,1,2
2031,1,2,5,2,2,1,1,1,9,2,1,2,2,1,1,1,1,1,2,3,1,2
5882,3,1,4,2,2,1,1,1,11,1,3,2,2,6,8,1,1,2,3,4,5,5
106,4,1,3,2,8,1,1,1,4,1,5,2,2,3,2,1,1,1,2,3,4,7
6615,2,3,5,1,5,1,1,2,3,2,3,1,2,1,2,1,1,1,3,4,2,4
3698,1,3,7,1,4,1,1,2,5,1,1,2,2,3,2,1,1,1,2,2,2,2
1454,2,2,3,1,2,1,2,1,1,2,2,3,3,3,2,1,1,1,3,3,4,1
5840,1,1,1,1,1,1,1,1,5,1,1,1,1,1,7,1,1,1,1,1,2,2
1018,1,2,4,2,2,1,1,1,4,2,1,2,2,3,1,1,1,1,2,3,2,2
131,2,3,3,2,8,1,2,2,9,2,1,2,2,3,2,1,1,1,2,8,2,2
4483,2,1,2,1,1,1,1,1,5,1,1,1,1,1,7,1,1,1,1,1,2,1
5948,1,1,4,1,2,1,2,2,9,1,1,3,2,3,5,1,1,1,3,4,2,3
7798,3,1,5,1,3,1,1,2,3,2,3,1,1,3,1,1,1,1,3,4,2,2
6519,1,1,5,1,5,1,1,2,3,2,3,2,2,3,2,1,1,1,3,4,2,4
6919,3,2,2,1,2,1,2,1,9,1,3,2,1,3,2,1,1,2,2,4,4,1
2487,2,2,2,2,2,1,1,1,1,2,1,2,2,2,1,1,1,1,2,2,2,2
2728,1,1,4,2,2,1,1,1,6,2,1,2,2,3,2,1,1,1,2,2,1,2
1918,2,2,4,2,2,1,1,1,1,2,1,2,2,2,2,1,1,1,2,3,2,2
2406,1,2,5,2,2,1,1,1,9,2,1,2,2,3,2,1,1,1,2,2,1,2
2605,1,2,5,2,2,1,1,1,1,2,1,2,2,1,2,1,1,1,2,2,2,2
2388,1,1,2,2,2,1,1,1,1,2,1,2,2,1,1,1,1,1,2,2,1,2
694,4,1,3,2,7,1,1,1,4,1,5,2,2,3,2,1,1,1,2,2,4,1
4417,2,1,1,1,1,1,1,1,2,1,1,1,1,5,5,1,1,1,1,1,1,1
2124,1,1,5,2,2,1,1,1,6,2,1,2,2,1,3,1,1,1,2,2,2,2
167,1,1,4,2,8,1,1,1,9,1,4,2,4,3,2,1,1,1,2,3,1,1
367,4,1,1,2,7,1,1,1,5,1,5,2,2,3,2,1,1,1,2,2,6,1
5162,1,1,5,2,2,1,1,1,9,1,3,2,2,3,2,1,1,2,3,4,5,5
5972,1,1,5,1,5,1,1,2,3,2,3,1,1,1,1,1,1,1,3,4,2,3
835,1,3,1,2,8,1,1,1,4,1,5,2,2,3,2,1,1,1,2,2,4,7
4870,2,1,4,2,2,1,1,1,11,1,3,2,2,3,2,1,1,2,3,4,5,5
1295,1,2,4,2,2,1,1,1,6,2,1,2,2,2,1,1,1,1,2,2,2,2
4899,1,2,1,1,1,1,1,1,2,1,1,1,1,7,7,1,1,1,1,1,2,2
1221,1,2,2,1,2,1,2,1,10,2,2,3,3,3,2,1,1,1,3,2,3,1
4704,1,1,1,1,1,1,1,1,2,1,1,1,1,1,7,1,1,1,1,1,1,1
4412,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,4
5850,1,3,2,2,1,1,1,1,9,2,1,3,3,3,2,1,1,1,2,1,4,1
2706,1,1,5,2,2,1,1,1,9,2,1,2,2,1,3,1,1,1,2,3,2,2
7870,4,3,4,1,2,2,1,1,8,1,3,2,2,4,4,1,3,1,2,6,2,3
4428,1,1,4,1,5,1,1,2,3,2,3,1,2,3,1,1,1,1,3,4,2,2
4745,1,1,2,1,1,1,1,1,5,1,1,1,1,5,1,1,1,1,1,1,1,2
1916,2,3,4,1,2,1,2,1,2,2,2,3,3,3,2,1,1,1,3,3,3,1
6045,1,3,4,1,1,1,1,2,3,2,3,2,2,1,1,1,1,1,3,4,2,2
6500,3,1,5,1,3,1,1,2,3,2,3,2,2,1,1,1,1,1,3,4,2,2
8048,3,1,4,1,1,1,1,2,3,2,3,1,2,3,2,1,1,1,3,4,2,3
7951,2,3,8,2,2,1,1,1,9,1,1,2,2,3,2,1,1,2,2,4,2,4
5257,2,3,2,2,1,1,1,1,9,2,1,3,2,3,2,1,1,1,2,1,4,6
4215,2,3,2,2,1,1,1,1,2,2,1,2,2,3,2,1,1,1,2,1,2,6
6969,1,3,4,1,2,1,1,1,9,1,1,4,4,7,5,1,1,2,2,4,1,2
7986,1,3,4,1,1,1,1,2,3,2,3,1,1,1,1,1,1,1,3,4,2,3
6382,2,3,4,1,3,1,1,2,3,2,3,1,2,3,1,1,1,1,3,4,2,4
4165,1,2,2,1,1,1,1,1,2,1,1,1,1,7,5,1,1,1,1,1,2,2
3869,1,1,5,2,2,1,1,1,1,2,1,2,2,1,1,1,1,1,2,3,2,2
7015,1,3,3,1,2,1,2,1,9,1,3,2,2,3,2,1,1,2,2,4,6,1
8067,2,3,4,1,2,2,1,1,7,1,3,2,2,4,4,1,3,1,2,6,5,3
5935,1,3,2,2,1,1,1,1,9,2,1,3,3,3,2,1,1,1,2,1,2,6
4842,4,3,3,2,2,1,1,1,5,1,1,2,2,3,2,1,1,2,2,7,2,7
6494,2,1,4,1,5,1,1,2,3,2,3,1,2,3,1,1,1,1,3,4,2,2
4043,2,2,2,1,1,1,1,1,5,1,1,1,1,5,7,1,1,1,1,1,2,2
5964,2,1,2,1,1,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,2,1
2280,1,1,4,2,2,1,1,1,6,2,1,2,2,1,3,1,1,1,2,2,1,2
7534,1,3,3,1,2,1,2,1,5,1,3,1,1,3,2,1,1,2,2,4,6,1
6314,2,1,4,1,5,1,1,2,3,2,3,1,2,1,1,1,1,1,3,4,2,2
6980,3,3,5,1,1,1,1,2,3,2,3,1,2,3,2,1,1,1,3,4,2,4
73,4,3,1,2,7,1,1,1,10,1,5,2,2,3,2,1,1,1,2,3,4,1
4335,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
5787,2,3,6,2,2,1,1,1,9,1,1,2,2,3,2,1,1,2,2,7,2,1
4050,1,2,7,1,4,1,2,2,6,1,1,2,2,3,2,1,1,1,2,2,2,2
6143,1,1,5,1,1,1,1,2,3,2,3,1,1,1,1,1,1,1,3,4,2,4
3639,2,1,5,2,2,1,1,1,6,2,1,2,2,3,1,1,1,1,2,2,1,2
7239,3,3,5,1,5,1,1,2,3,2,3,1,1,1,1,1,1,1,3,4,2,4
5045,2,1,1,1,1,1,1,1,2,1,1,1,1,5,1,1,1,1,1,1,1,4
6425,2,1,5,1,3,1,1,2,3,2,3,2,2,3,1,1,1,1,3,4,2,3
7030,1,3,4,1,5,1,1,2,3,2,3,2,1,3,2,1,1,1,3,4,2,3
5548,1,1,4,1,5,1,1,2,3,2,3,1,1,1,2,1,1,1,3,4,2,4
4028,1,1,2,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,2,2
8053,1,3,4,1,2,2,1,1,4,1,3,2,2,4,4,1,2,1,2,2,2,3
2829,1,1,5,2,2,1,1,1,9,2,1,2,2,3,1,1,1,1,2,3,2,2
1501,2,2,2,1,2,1,2,1,10,2,2,2,3,3,2,1,1,1,3,2,4,1
31,1,1,1,2,8,1,1,1,4,1,5,2,2,3,2,1,1,1,2,2,6,7
3032,2,1,5,2,2,1,1,1,9,2,1,2,2,1,2,1,1,1,2,2,2,2
3783,2,1,2,2,2,1,1,1,6,2,1,2,2,1,1,1,1,1,2,2,1,2
2115,1,1,5,2,2,1,1,1,9,2,1,2,2,3,3,1,1,1,2,3,1,2
168,4,3,3,2,7,1,1,1,10,1,5,2,2,3,2,1,1,1,2,3,4,1
3017,2,1,5,2,2,1,1,1,1,2,1,2,2,2,2,1,1,1,2,2,2,2
6779,3,1,4,1,5,1,1,2,3,2,3,1,1,1,2,1,1,1,3,4,2,2
4684,1,1,2,1,1,1,1,1,2,1,1,1,1,5,5,1,1,1,1,1,1,4
7460,3,3,4,1,3,1,1,2,3,2,3,2,1,3,2,1,1,1,3,4,2,4
2457,1,2,4,2,2,1,1,1,1,2,1,2,2,2,3,1,1,1,2,3,1,2
2221,1,1,5,2,2,1,1,1,4,2,1,2,2,3,2,1,1,1,2,2,2,2
3541,2,2,5,2,2,1,1,1,4,2,1,2,2,1,3,1,1,1,2,3,2,2
6458,2,3,5,1,3,1,1,2,3,2,3,1,2,3,1,1,1,1,3,4,2,2
7070,3,1,5,1,5,1,1,2,3,2,3,2,1,1,2,1,1,1,3,4,2,2
4655,2,2,1,1,1,1,1,1,1,1,1,1,1,7,5,1,1,1,1,1,1,1
7638,3,1,5,1,3,1,1,2,3,2,3,2,1,1,2,1,1,1,3,4,2,2
5525,4,1,6,2,2,1,1,1,12,1,1,2,2,3,2,1,1,2,2,7,2,7
3151,1,2,2,1,1,1,1,1,2,1,1,1,1,7,1,1,1,1,1,1,1,2
4967,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4
4039,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
26,1,1,3,2,8,1,1,1,9,1,5,2,2,3,2,1,1,1,2,2,6,7
7319,2,3,4,1,1,1,1,2,3,2,3,2,1,1,2,1,1,1,3,4,2,4
2018,2,2,4,1,2,1,2,1,1,2,2,2,3,3,2,1,1,1,3,2,3,1
7065,3,3,4,1,1,1,1,2,3,2,3,2,2,3,2,1,1,1,3,4,2,3
1339,1,3,3,1,2,1,2,1,4,2,2,2,3,3,2,1,1,1,3,3,3,1
1507,1,2,4,1,2,1,2,1,2,2,2,3,3,3,2,1,1,1,3,2,3,1
1940,2,2,4,2,2,1,1,1,4,2,1,2,2,2,1,1,1,1,2,3,2,2
4591,2,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,2,1
7268,3,3,5,1,5,1,1,2,3,2,3,1,1,3,1,1,1,1,3,4,2,3
500,4,1,1,2,7,1,1,1,5,1,5,2,2,3,2,1,1,1,2,3,6,1
6400,1,3,4,1,3,1,1,2,3,2,3,2,2,3,1,1,1,1,3,4,2,4
437,4,1,1,2,8,1,1,1,10,1,5,2,2,3,2,1,1,1,2,2,6,7
2080,2,3,3,1,2,1,2,1,1,2,2,3,2,3,2,1,1,1,3,2,4,1
7465,3,1,5,1,5,1,1,2,3,2,3,2,1,3,1,1,1,1,3,4,2,3
3400,2,1,4,2,2,1,1,1,4,2,1,2,2,2,3,1,1,1,2,2,1,2
6637,3,1,4,1,5,1,1,2,3,2,3,2,1,3,1,1,1,1,3,4,2,4
4520,1,2,1,1,1,1,1,1,5,1,1,1,1,1,7,1,1,1,1,1,2,2
3826,2,1,5,2,2,1,1,1,1,2,1,2,2,2,1,1,1,1,2,3,1,2
6224,1,3,5,1,5,1,1,2,3,2,3,1,2,3,2,1,1,1,3,4,2,2
7046,2,1,5,1,3,1,1,2,3,2,3,1,1,3,1,1,1,1,3,4,2,2
2063,1,2,3,1,2,1,2,1,4,2,2,2,3,3,2,1,1,1,3,2,4,1
5803,2,2,4,1,2,1,2,2,9,1,1,2,2,3,5,1,1,1,3,4,2,3
7132,4,3,4,1,2,2,1,1,7,1,3,2,2,4,4,1,3,1,2,6,2,3
2087,1,2,5,2,2,1,1,1,4,2,1,2,2,1,3,1,1,1,2,2,1,2
6089,2,3,5,1,1,1,1,2,3,2,3,2,1,1,1,1,1,1,3,4,2,3
1737,2,3,3,1,2,1,2,1,1,2,2,3,2,3,2,1,1,1,3,3,4,1
2937,1,2,4,2,2,1,1,1,6,2,1,2,2,1,2,1,1,1,2,2,1,2
6763,2,3,4,1,3,1,1,2,3,2,3,2,2,3,2,1,1,1,3,4,2,3
5601,1,1,4,1,1,1,1,2,3,2,3,1,2,3,1,1,1,1,3,4,2,2
1677,2,3,4,1,2,1,2,1,4,2,2,2,2,3,2,1,1,1,3,3,3,1
1870,2,2,5,2,2,1,1,1,4,2,1,2,2,1,3,1,1,1,2,2,1,2
1864,1,1,5,2,2,1,1,1,9,2,1,2,2,1,3,1,1,1,2,2,1,2
534,1,2,3,1,2,1,2,1,10,2,2,3,2,3,2,1,1,1,3,3,4,1
5007,2,2,1,1,1,1,1,1,2,1,1,1,1,7,1,1,1,1,1,1,1,1
585,5,2,2,1,2,1,1,2,5,1,2,2,2,3,2,1,1,1,2,3,2,6
7620,3,1,4,1,5,1,1,2,3,2,3,2,2,1,1,1,1,1,3,4,2,3
4623,2,2,2,1,1,1,1,1,5,1,1,1,1,7,7,1,1,1,1,1,1,1
4937,1,1,4,1,3,1,1,2,3,2,3,2,1,3,2,1,1,1,3,4,2,4
5166,1,2,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,4
4397,2,2,1,1,1,1,1,1,5,1,1,1,1,7,1,1,1,1,1,1,2,1
4630,1,1,1,1,1,1,1,1,5,1,1,1,1,1,5,1,1,1,1,1,2,4
491,1,3,4,2,6,1,1,2,10,1,2,2,2,3,2,1,1,1,2,2,2,6
7979,3,3,5,1,1,1,1,2,3,2,3,1,2,3,2,1,1,1,3,4,2,2
4635,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,2,4
5533,2,1,4,2,2,1,1,1,11,1,3,2,2,3,8,1,1,2,3,4,5,5
2864,1,2,2,2,2,1,1,1,4,2,1,2,2,2,3,1,1,1,2,3,1,2
2157,2,2,4,2,2,1,1,1,9,2,1,2,2,1,1,1,1,1,2,2,1,2
6159,1,3,5,1,1,1,1,2,3,2,3,2,2,1,1,1,1,1,3,4,2,2
852,1,2,3,1,2,1,2,1,1,2,2,3,2,3,2,1,1,1,3,2,3,1
1926,1,2,4,1,2,1,2,1,1,2,2,2,3,3,2,1,1,1,3,3,3,1
5273,1,1,4,1,3,1,1,2,3,2,3,1,2,3,2,1,1,1,3,4,2,3
2531,1,1,4,2,2,1,1,1,4,2,1,2,2,1,1,1,1,1,2,3,1,2
6517,2,1,5,1,1,1,1,2,3,2,3,1,2,3,1,1,1,1,3,4,2,3
4239,1,2,1,1,1,1,1,1,2,1,1,1,1,5,1,1,1,1,1,1,1,4
3095,2,1,2,2,2,1,1,1,9,2,1,2,2,1,3,1,1,1,2,3,2,2
5857,1,1,5,2,2,1,1,1,11,1,3,2,2,3,2,1,1,2,3,4,5,5
397,1,2,2,1,2,1,1,2,4,1,2,2,2,3,2,1,1,1,2,3,2,6
3817,2,1,2,2,2,1,1,1,4,2,1,2,2,3,2,1,1,1,2,3,2,2
4085,1,2,1,1,1,1,1,1,2,1,1,1,1,7,7,1,1,1,1,1,1,4
401,1,1,4,2,6,1,1,2,1,1,2,2,2,3,2,1,1,1,2,2,2,6
1558,2,3,4,1,2,1,2,1,2,2,2,2,3,3,2,1,1,1,3,3,4,1
3149,2,2,5,2,2,1,1,1,6,2,1,2,2,3,1,1,1,1,2,3,1,2
2178,1,1,2,2,2,1,1,1,6,2,1,2,2,1,2,1,1,1,2,3,1,2
